City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
80,Sao Mateus,BR,2021-01-30 03:29:31,-18.7161,-39.8589,74.52,88,2,4.59
81,Saint-Philippe,RE,2021-01-30 03:33:09,-21.3585,55.7679,80.6,57,0,5.75
82,Chapais,CA,2021-01-30 03:33:09,49.7834,-74.8492,-0.4,78,90,10.36
83,Voyvozh,RU,2021-01-30 03:33:09,62.892,54.9635,-1.52,92,100,12.03
84,Vargashi,RU,2021-01-30 03:33:09,55.3556,65.8467,15.22,94,100,9.6
85,Maldonado,UY,2021-01-30 03:33:09,-34.6667,-54.9167,72.0,88,0,5.75
86,Ponta Do Sol,PT,2021-01-30 03:33:09,32.6667,-17.1,57.99,76,16,4.0
87,Bilma,NE,2021-01-30 03:33:09,18.6853,12.9164,57.58,31,33,6.44
88,Souillac,MU,2021-01-30 03:33:10,-20.5167,57.5167,78.8,89,40,8.05
89,Kavaratti,IN,2021-01-30 03:33:10,10.5669,72.642,80.35,73,19,11.25
90,Jumla,NP,2021-01-30 03:33:10,29.2747,82.1838,42.49,36,0,2.48
91,Manaus,BR,2021-01-30 03:33:10,-3.1019,-60.025,75.2,100,0,2.3
92,Praia,CV,2021-01-30 03:33:10,14.9215,-23.5087,73.4,53,0,16.11
93,Sabratah,LY,2021-01-30 03:31:01,32.7933,12.4885,59.31,48,0,15.3
94,Doha,QA,2021-01-30 03:28:55,25.2867,51.5333,68.0,82,0,8.05
95,Aksu,CN,2021-01-30 03:33:10,41.1231,80.2644,28.17,72,0,2.3
96,Busselton,AU,2021-01-30 03:33:11,-33.65,115.3333,82.0,45,0,5.99
97,Great Yarmouth,GB,2021-01-30 03:33:11,52.6083,1.7305,41.0,87,20,9.22
98,Margate,GB,2021-01-30 03:33:11,51.3813,1.3862,48.0,90,100,1.99
99,Klaksvik,FO,2021-01-30 03:33:11,62.2266,-6.589,33.8,64,75,4.61
100,Luba,GQ,2021-01-30 03:33:11,3.4568,8.5547,73.4,100,20,5.75
101,Torbay,CA,2021-01-30 03:33:11,47.6666,-52.7314,28.0,93,90,20.71
102,Pangnirtung,CA,2021-01-30 03:33:12,66.1451,-65.7125,-5.8,65,1,2.3
103,Marawi,PH,2021-01-30 03:33:12,7.9986,124.2928,80.01,80,75,3.0
104,Mumford,GH,2021-01-30 03:33:12,5.2618,-0.759,77.9,86,50,7.38
105,Nalut,LY,2021-01-30 03:33:12,30.3333,10.85,50.83,47,0,5.75
106,Yayva,RU,2021-01-30 03:33:12,59.3303,57.2641,6.01,61,100,5.01
107,Chuy,UY,2021-01-30 03:33:12,-33.6971,-53.4616,67.24,92,2,1.21
108,Valdivia,CL,2021-01-30 03:32:04,-39.8142,-73.2459,53.6,94,20,2.3
109,Beruwala,LK,2021-01-30 03:33:13,6.4788,79.9828,81.75,69,0,3.24
110,Hamilton,US,2021-01-30 03:29:25,39.1834,-84.5333,26.6,63,75,5.75
111,Yarada,IN,2021-01-30 03:33:13,17.65,83.2667,77.0,83,75,3.44
112,Vila Velha,BR,2021-01-30 03:30:00,-20.3297,-40.2925,78.8,78,75,6.91
113,Pechora,RU,2021-01-30 03:33:13,65.1472,57.2244,-3.57,90,100,7.05
114,Luderitz,NA,2021-01-30 03:33:13,-26.6481,15.1594,64.8,55,0,21.34
115,Kruisfontein,ZA,2021-01-30 03:33:13,-34.0033,24.7314,55.0,90,0,1.99
116,Umm Kaddadah,SD,2021-01-30 03:33:14,13.6017,26.6876,58.64,32,0,17.74
117,Thompson,CA,2021-01-30 03:33:14,55.7435,-97.8558,10.4,85,90,4.61
118,Diffa,NE,2021-01-30 03:33:14,13.3154,12.6113,62.67,30,0,12.28
119,Vila Franca Do Campo,PT,2021-01-30 03:33:14,37.7167,-25.4333,59.0,94,20,8.05
120,Marsabit,KE,2021-01-30 03:33:14,2.3284,37.9899,61.99,94,5,14.38
121,Lebu,CL,2021-01-30 03:33:14,-37.6167,-73.65,56.89,90,96,6.08
122,Aswan,EG,2021-01-30 03:33:14,24.0934,32.907,47.95,57,0,7.56
123,Springbok,ZA,2021-01-30 03:33:14,-29.6643,17.8865,52.92,42,0,2.64
124,Jaguaruna,BR,2021-01-30 03:33:15,-28.615,-49.0256,74.08,91,100,4.43
125,Arraial Do Cabo,BR,2021-01-30 03:33:15,-22.9661,-42.0278,76.84,84,77,24.63
126,Olafsvik,IS,2021-01-30 03:33:15,64.8945,-23.7142,28.76,97,100,18.84
127,Gemena,CD,2021-01-30 03:33:15,3.25,19.7667,73.51,79,99,1.52
128,Bataipora,BR,2021-01-30 03:33:15,-22.2953,-53.2711,70.3,95,93,3.98
129,Machico,PT,2021-01-30 03:33:15,32.7,-16.7667,59.0,82,20,4.61
130,Jamestown,US,2021-01-30 03:29:25,42.097,-79.2353,19.0,73,90,13.8
131,Saint-Pierre,RE,2021-01-30 03:33:16,-21.3393,55.4781,80.6,57,0,5.75
132,Port-Gentil,GA,2021-01-30 03:32:27,-0.7193,8.7815,80.37,82,100,9.46
133,Iqaluit,CA,2021-01-30 03:29:01,63.7506,-68.5145,-13.0,70,1,27.63
134,Primorsk,UA,2021-01-30 03:33:16,46.7348,36.3443,39.96,92,100,18.63
135,Saint-Joseph,RE,2021-01-30 03:33:16,-21.3667,55.6167,80.6,57,0,5.75
136,Passo De Camaragibe,BR,2021-01-30 03:33:16,-9.2368,-35.4901,75.2,94,75,2.3
137,Luangwa,ZM,2021-01-30 03:33:16,-15.6167,30.4167,73.04,92,100,3.44
138,Boa Vista,BR,2021-01-30 03:33:17,2.8197,-60.6733,82.4,61,0,11.5
139,Georgetown,MY,2021-01-30 03:33:17,5.4112,100.3354,86.0,61,20,8.05
140,Ostrovnoy,RU,2021-01-30 03:33:17,68.0531,39.5131,9.39,94,100,16.98
141,Odweyne,SO,2021-01-30 03:33:17,9.4092,45.064,61.97,60,0,6.64
142,Nuuk,GL,2021-01-30 03:33:17,64.1835,-51.7216,23.0,93,0,10.36
143,Saryozek,KZ,2021-01-30 03:33:17,44.3583,77.9753,25.68,83,0,5.73
144,Moose Factory,CA,2021-01-30 03:33:17,51.2585,-80.6094,-0.4,78,90,8.05
145,Mayumba,GA,2021-01-30 03:33:18,-3.432,10.6554,76.57,90,100,4.23
146,Teodoro Sampaio,BR,2021-01-30 03:29:06,-22.5325,-52.1675,72.75,89,100,2.93
147,Jablah,SY,2021-01-30 03:33:18,35.3614,35.9256,55.4,47,40,10.36
148,Naples,IT,2021-01-30 03:28:29,40.8333,14.25,55.0,87,0,4.61
149,Fort Payne,US,2021-01-30 03:33:18,34.4442,-85.7197,35.01,74,1,3.2
150,Ilhabela,BR,2021-01-30 03:33:18,-23.7781,-45.3581,79.83,73,100,2.08
151,Los Llanos De Aridane,ES,2021-01-30 03:33:18,28.6585,-17.9182,62.6,88,75,5.75
152,Sur,OM,2021-01-30 03:33:18,22.5667,59.5289,67.75,41,0,6.49
153,Aleksandrov Gay,RU,2021-01-30 03:33:19,50.147,48.5704,23.07,96,99,7.67
154,Voskresenskoye,RU,2021-01-30 03:33:19,56.8381,45.4317,19.44,97,78,7.94
155,Keti Bandar,PK,2021-01-30 03:33:19,24.1447,67.4497,67.39,50,0,4.38
156,Konstantynow Lodzki,PL,2021-01-30 03:33:19,51.7478,19.3256,26.01,86,20,4.61
157,Benghazi,LY,2021-01-30 03:33:19,32.1167,20.0667,62.98,79,10,15.14
158,Boddam,GB,2021-01-30 03:33:19,57.4667,-1.7833,28.99,100,75,1.14
159,Narsaq,GL,2021-01-30 03:33:20,60.9167,-46.05,42.8,33,75,26.46
160,Vilcun,CL,2021-01-30 03:33:20,-38.65,-72.2333,55.4,94,0,5.75
161,Akonolinga,CM,2021-01-30 03:33:20,3.7667,12.25,67.73,96,95,2.24
162,Rafsanjan,IR,2021-01-30 03:33:20,30.4067,55.9939,54.86,37,31,10.92
163,Maun,BW,2021-01-30 03:33:20,-19.9833,23.4167,66.2,100,75,5.75
164,Corbelia,BR,2021-01-30 03:33:20,-24.7989,-53.3067,66.36,100,100,3.15
165,Kaoma,ZM,2021-01-30 03:33:20,-14.7833,24.8,64.33,94,95,2.86
166,Buraydah,SA,2021-01-30 03:33:20,26.326,43.975,48.2,71,0,4.61
167,Bathsheba,BB,2021-01-30 03:33:21,13.2167,-59.5167,77.0,78,20,11.5
168,Trairi,BR,2021-01-30 03:33:21,-3.2778,-39.2689,78.57,83,97,9.48
169,Tunceli,TR,2021-01-30 03:33:21,39.1083,39.5471,30.2,80,90,4.61
170,Harwich,GB,2021-01-30 03:33:21,51.9419,1.2844,42.01,86,100,11.99
171,Richards Bay,ZA,2021-01-30 03:33:21,-28.783,32.0377,71.89,89,66,1.97
172,Ginda,IN,2021-01-30 03:33:21,30.6945,78.4932,51.44,28,0,1.36
173,Paamiut,GL,2021-01-30 03:33:22,61.994,-49.6678,34.32,80,100,9.6
174,Turukhansk,RU,2021-01-30 03:33:22,65.8167,87.9833,-30.14,77,89,6.55
175,Carnarvon,AU,2021-01-30 03:33:22,-24.8667,113.6333,105.8,21,0,18.41
176,Dingle,PH,2021-01-30 03:33:22,10.9995,122.6711,77.18,85,100,17.18
177,Gilleleje,DK,2021-01-30 03:33:22,56.122,12.3106,27.0,82,69,9.71
178,Buta,CD,2021-01-30 03:33:22,2.7858,24.73,67.73,95,81,1.45
179,Pokhara,NP,2021-01-30 03:28:34,28.2333,83.9833,57.63,30,0,2.15
180,Lagos,NG,2021-01-30 03:33:22,6.5833,3.75,77.67,90,97,3.24
181,Danilov,RU,2021-01-30 03:33:23,58.1908,40.1717,24.22,98,100,9.89
182,Calama,CL,2021-01-30 03:33:23,-22.4667,-68.9333,53.6,14,0,5.75
183,Kavali,IN,2021-01-30 03:32:02,14.9167,79.9833,78.19,65,100,2.15
184,Meredith,US,2021-01-30 03:33:23,43.6576,-71.5004,8.01,66,1,11.5
185,Gubkinskiy,RU,2021-01-30 03:33:23,64.434,76.5026,-41.58,82,15,3.24
186,Korba,IN,2021-01-30 03:33:23,22.35,82.6833,66.52,26,0,7.83
187,Strzelin,PL,2021-01-30 03:33:23,50.7816,17.0648,32.0,100,75,8.05
188,Marovoay,MG,2021-01-30 03:33:23,-16.1,46.6333,71.6,94,20,4.61
189,Vilhena,BR,2021-01-30 03:33:24,-12.7406,-60.1458,69.46,98,94,4.23
190,Varniai,LT,2021-01-30 03:33:24,55.7406,22.3644,26.6,93,90,11.5
191,Sindor,RU,2021-01-30 03:33:24,62.8629,51.8905,17.65,96,100,11.41
192,Itarantim,BR,2021-01-30 03:33:24,-15.6597,-40.0656,66.92,97,85,1.52
193,Nicoya,CR,2021-01-30 03:33:24,10.1483,-85.452,78.8,57,0,23.02
194,Tabou,CI,2021-01-30 03:33:24,4.423,-7.3528,77.22,89,0,5.82
195,Pimentel,PE,2021-01-30 03:33:24,-6.8367,-79.9342,71.47,79,51,12.82
196,Pitimbu,BR,2021-01-30 03:33:24,-7.4706,-34.8086,80.6,78,75,9.22
197,Sirvintos,LT,2021-01-30 03:33:25,55.05,24.95,24.01,93,90,10.36
198,General Pico,AR,2021-01-30 03:31:09,-35.6566,-63.7568,65.28,53,99,6.35
199,Henties Bay,NA,2021-01-30 03:33:25,-22.116,14.2845,66.99,82,41,3.96
200,Porbandar,IN,2021-01-30 03:33:25,21.6422,69.6093,55.4,54,21,6.91
201,Lima,PE,2021-01-30 03:33:25,-12.0432,-77.0282,75.0,83,0,11.5
202,Supata,CO,2021-01-30 03:33:25,5.061,-74.2372,51.8,82,20,6.91
203,Puerto Colombia,CO,2021-01-30 03:33:25,10.9878,-74.9547,78.8,73,0,16.11
204,Cordoba,AR,2021-01-30 03:29:26,-31.4135,-64.1811,72.0,100,90,6.91
205,Kenmare,IE,2021-01-30 03:33:26,51.8833,-9.5833,47.48,91,91,6.13
206,Belmonte,BR,2021-01-30 03:33:26,-15.8631,-38.8828,78.8,73,20,9.22
207,Barra Do Garcas,BR,2021-01-30 03:33:26,-15.89,-52.2567,74.01,86,100,1.23
208,Sept-Iles,CA,2021-01-30 03:33:26,50.2001,-66.3821,10.4,61,0,8.05
209,Keflavik,IS,2021-01-30 03:33:26,64.0049,-22.5624,33.8,86,75,4.61
210,Moussoro,TD,2021-01-30 03:33:26,13.6408,16.4901,63.45,25,36,15.05
211,Cidreira,BR,2021-01-30 03:33:26,-30.1811,-50.2056,75.07,89,13,4.76
212,Montmagny,FR,2021-01-30 03:33:27,48.9734,2.3469,48.2,93,90,6.91
213,Najran,SA,2021-01-30 03:33:27,17.4924,44.1277,59.0,26,0,4.61
214,Qaqortoq,GL,2021-01-30 03:33:27,60.7167,-46.0333,42.8,33,75,26.46
215,Sinnamary,GF,2021-01-30 03:33:27,5.3833,-52.95,76.93,88,92,13.09
216,Vardo,NO,2021-01-30 03:33:27,70.3705,31.1107,26.37,97,100,20.11
217,Queimadas,BR,2021-01-30 03:33:27,-10.9783,-39.6264,69.98,89,100,5.3
218,Ploemeur,FR,2021-01-30 03:33:27,47.7333,-3.4333,52.0,100,90,21.85
219,Knysna,ZA,2021-01-30 03:33:27,-34.0363,23.0471,57.2,88,0,5.75
220,Thinadhoo,MV,2021-01-30 03:33:28,0.5333,72.9333,82.0,75,94,13.0
221,Honningsvag,NO,2021-01-30 03:33:28,70.9821,25.9704,25.11,93,100,15.77
222,Saint Anthony,US,2021-01-30 03:33:28,45.0205,-93.218,25.0,58,90,10.36
223,Dudinka,RU,2021-01-30 03:33:28,69.4058,86.1778,-37.64,77,0,3.02
224,Dubti,ET,2021-01-30 03:33:28,11.7361,41.0853,62.65,85,0,3.31
225,Tomter,NO,2021-01-30 03:33:28,59.65,11.0,12.0,92,14,1.01
226,Baherden,TM,2021-01-30 03:33:28,38.4362,57.4316,53.29,42,96,7.56
227,Riyadh,SA,2021-01-30 03:31:49,24.6877,46.7219,60.8,31,60,5.75
228,Vijes,CO,2021-01-30 03:33:29,3.6993,-76.4423,73.4,73,75,8.05
229,Barinas,VE,2021-01-30 03:33:29,8.6226,-70.2075,75.22,55,45,3.29
230,Gloversville,US,2021-01-30 03:31:27,43.0528,-74.3438,3.2,66,1,8.05
231,Cockburn Town,TC,2021-01-30 03:33:29,21.4612,-71.1419,72.43,72,3,19.69
232,Neuquen,AR,2021-01-30 03:33:29,-38.9516,-68.0591,64.4,77,0,3.44
233,Jalu,LY,2021-01-30 03:33:29,29.0331,21.5482,53.35,71,0,10.27
234,Barentu,ER,2021-01-30 03:33:29,15.1139,37.5928,58.39,89,7,3.71
235,Magnor,SE,2021-01-30 03:33:29,59.9511,12.1996,8.01,92,0,3.44
236,Makhachkala,RU,2021-01-30 03:33:30,42.9764,47.5024,41.0,93,90,4.47
237,Muros,ES,2021-01-30 03:33:30,42.7762,-9.0603,57.99,77,11,18.01
238,Batsfjord,NO,2021-01-30 03:33:30,70.6345,29.7185,24.19,95,100,16.87
239,Mezen,RU,2021-01-30 03:33:30,65.8522,44.24,9.9,95,100,10.04
240,Lamego,PT,2021-01-30 03:33:30,41.0974,-7.8099,55.0,8,86,11.99
241,Bereda,ES,2021-01-30 03:33:30,43.2686,-7.5406,51.01,96,74,14.0
242,Ilulissat,GL,2021-01-30 03:33:30,69.2167,-51.1,-0.4,55,0,8.05
243,Ozinki,RU,2021-01-30 03:33:31,51.1786,49.6769,20.77,95,71,6.82
244,Sabha,LY,2021-01-30 03:33:31,27.0377,14.4283,48.11,69,0,2.73
245,San Carlos De Bariloche,AR,2021-01-30 03:29:04,-41.1456,-71.3082,53.6,71,0,6.91
246,Bambous Virieux,MU,2021-01-30 03:33:31,-20.3428,57.7575,82.99,89,40,8.05
247,Natitingou,BJ,2021-01-30 03:33:31,10.3042,1.3796,73.4,21,0,6.91
248,Maceio,BR,2021-01-30 03:32:38,-9.6658,-35.7353,75.2,94,75,2.3
249,Sainte-Marie,RE,2021-01-30 03:33:31,-20.8968,55.5496,80.6,61,6,12.66
250,Ponta Delgada,PT,2021-01-30 03:33:32,37.7333,-25.6667,59.0,94,20,8.05
251,Aix-Les-Bains,FR,2021-01-30 03:33:32,45.6834,5.9224,44.6,81,0,8.05
252,Kroonstad,ZA,2021-01-30 03:29:07,-27.6504,27.2349,62.01,92,97,5.73
253,Mirabad,AF,2021-01-30 03:33:32,30.4362,61.8383,55.8,29,77,5.59
254,Mehamn,NO,2021-01-30 03:33:32,71.0357,27.8492,25.0,96,100,17.47
255,Ipanguacu,BR,2021-01-30 03:32:04,-5.4983,-36.855,78.24,73,100,10.02
256,Imbituba,BR,2021-01-30 03:33:32,-28.24,-48.6703,75.2,94,75,9.22
257,Ornes,NO,2021-01-30 03:33:32,66.8689,13.7078,21.2,53,75,19.57
258,Yasnogorsk,RU,2021-01-30 03:33:33,54.4803,37.6975,15.58,97,95,11.03
259,Peniche,PT,2021-01-30 03:33:33,39.3558,-9.3811,57.99,96,100,14.0
260,Korla,CN,2021-01-30 03:33:33,41.7597,86.1469,27.86,76,0,5.03
261,Cayenne,GF,2021-01-30 03:30:07,4.9333,-52.3333,75.2,100,75,2.3
262,Maniitsoq,GL,2021-01-30 03:33:33,65.4167,-52.9,19.13,75,0,5.84
263,Manicore,BR,2021-01-30 03:33:33,-5.8092,-61.3003,75.2,100,75,1.14
264,Rozivka,UA,2021-01-30 03:33:33,46.9385,35.7724,39.6,94,99,9.95
265,Ratne,UA,2021-01-30 03:33:33,51.6683,24.5303,26.6,93,90,2.24
266,Le Port,RE,2021-01-30 03:33:34,-20.9373,55.2919,80.6,61,1,12.66
267,Yar-Sale,RU,2021-01-30 03:33:34,66.8333,70.8333,-38.33,82,38,4.56
268,Saint-Francois,FR,2021-01-30 03:33:34,46.4154,3.9054,46.4,76,0,8.05
269,Vuktyl,RU,2021-01-30 03:33:34,63.8567,57.3094,-9.18,87,100,9.08
270,Rwamagana,RW,2021-01-30 03:33:34,-1.9487,30.4347,64.4,82,40,2.3
271,George Town,MY,2021-01-30 03:32:52,5.4112,100.3354,86.0,61,20,8.05
272,Victoria,HK,2021-01-30 03:30:03,22.2855,114.1577,69.01,63,0,3.0
273,Alterosa,BR,2021-01-30 03:33:34,-21.2492,-46.1431,66.04,82,100,0.87
274,Lazurne,UA,2021-01-30 03:33:35,46.084,32.5295,32.0,93,75,6.71
275,Axim,GH,2021-01-30 03:33:35,4.8699,-2.2405,77.59,86,0,6.17
276,Pavlovka,RU,2021-01-30 03:33:35,52.6897,47.1405,23.5,97,96,11.14
277,Thunder Bay,CA,2021-01-30 03:33:08,48.4001,-89.3168,3.99,77,75,2.3
278,Nangal,IN,2021-01-30 03:33:35,31.3667,76.3833,57.51,35,0,2.1
279,Abu Samrah,SY,2021-01-30 03:33:35,35.3029,37.1841,42.55,73,5,13.96
280,Chicama,PE,2021-01-30 03:33:36,-7.8447,-79.1469,72.97,70,79,5.1
281,Koindu,GN,2021-01-30 03:33:36,8.4386,-10.3253,68.56,98,4,2.44
282,Bowmore,US,2021-01-30 03:33:36,34.9421,-79.3031,30.2,69,1,2.86
283,Bajil,YE,2021-01-30 03:33:36,15.0584,43.2851,70.56,81,7,4.65
284,Rameswaram,IN,2021-01-30 03:33:37,9.2833,79.3,79.25,81,26,21.07
285,Coihueco,CL,2021-01-30 03:33:37,-36.6167,-71.8333,60.8,100,90,10.36
286,Iisaku,EE,2021-01-30 03:33:37,59.1014,27.3081,27.14,99,100,7.61
287,Huallanca,PE,2021-01-30 03:33:37,-9.8993,-76.9417,44.06,77,100,1.48
288,Linguere,SN,2021-01-30 03:33:37,15.3953,-15.1193,69.48,20,0,11.27
289,Novyy Urengoy,RU,2021-01-30 03:33:05,66.0833,76.6333,-40.95,81,3,3.36
290,Rumilly,FR,2021-01-30 03:33:38,45.8667,5.95,44.6,87,0,5.75
291,Muisne,EC,2021-01-30 03:33:38,0.6,-80.0333,77.4,87,66,3.4
292,Cap Malheureux,MU,2021-01-30 03:33:38,-19.9842,57.6142,82.99,76,0,5.01
293,High Rock,BS,2021-01-30 03:33:38,26.6208,-78.2833,59.0,67,0,5.75
