City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Matay,EG,2021-01-30 03:33:38,28.419,30.7792,39.56,75,0,1.63
295,Tabas,IR,2021-01-30 03:33:38,33.5959,56.9244,44.6,21,31,4.61
296,Linares,CL,2021-01-30 03:33:38,-35.85,-71.6,60.35,96,100,5.7
297,Bara,NG,2021-01-30 03:33:38,10.3744,10.7288,63.88,27,0,7.52
298,Robertsport,LR,2021-01-30 03:33:39,6.7533,-11.3686,79.65,85,20,5.7
299,Kosh-Agach,RU,2021-01-30 03:33:39,50.0,88.6667,0.9,87,49,1.28
300,Nova Vodolaha,UA,2021-01-30 03:33:39,49.7185,35.8708,26.6,80,75,13.42
301,Agadez,NE,2021-01-30 03:33:39,19.75,10.25,52.56,37,0,8.66
302,Derzhavinsk,KZ,2021-01-30 03:33:39,51.1,66.3167,16.29,92,79,11.05
303,Kushmurun,KZ,2021-01-30 03:33:39,52.4503,64.6311,15.96,92,99,9.08
304,Sorland,NO,2021-01-30 03:33:39,67.667,12.6934,23.0,74,20,2.3
305,Porto Torres,IT,2021-01-30 03:33:39,40.835,8.3972,55.4,88,0,2.3
306,Yangambi,CD,2021-01-30 03:33:40,0.8102,24.4336,70.02,92,79,1.43
307,Sisimiut,GL,2021-01-30 03:33:40,66.9395,-53.6735,7.61,87,2,9.93
308,Mingaora,PK,2021-01-30 03:31:42,34.7758,72.3625,47.52,39,0,6.67
309,Atar,MR,2021-01-30 03:33:40,20.5169,-13.0499,64.65,27,47,11.56
310,Uvarovka,RU,2021-01-30 03:33:40,55.5278,35.6061,20.17,97,100,9.84
311,Shetpe,KZ,2021-01-30 03:33:40,44.1667,52.1167,29.7,95,19,5.93
312,Farsund,NO,2021-01-30 03:33:40,58.0948,6.8047,32.63,92,86,11.88
313,Terrace Bay,CA,2021-01-30 03:33:41,48.7834,-87.1,-0.4,85,21,5.75
314,Banapur,IN,2021-01-30 03:33:41,19.7833,85.1833,78.33,59,0,3.44
315,Narsingi,IN,2021-01-30 03:33:41,18.0333,78.4333,75.0,78,20,4.45
316,Rey Bouba,CM,2021-01-30 03:33:41,8.6724,14.1786,66.88,24,0,0.18
317,Painesville,US,2021-01-30 03:33:41,41.7245,-81.2457,26.01,63,90,6.91
318,Baijiantan,CN,2021-01-30 03:33:41,45.6333,85.1833,8.53,90,1,2.1
319,Proletariy,RU,2021-01-30 03:33:41,58.4342,31.7046,25.32,98,97,4.74
320,Rawson,AR,2021-01-30 03:33:41,-43.3002,-65.1023,57.22,51,0,9.53
321,Turmalina,BR,2021-01-30 03:33:42,-17.2856,-42.73,64.15,92,0,2.46
322,Ryzdvyanyy,RU,2021-01-30 03:33:42,45.2656,41.8389,33.8,93,75,13.42
323,Contamana,PE,2021-01-30 03:33:42,-7.3333,-75.0167,76.19,83,95,2.51
324,La Sarre,CA,2021-01-30 03:33:42,48.8002,-79.1996,-9.87,90,51,4.76
325,Quatre Cocos,MU,2021-01-30 03:33:42,-20.2078,57.7625,82.99,89,40,8.05
326,Acarau,BR,2021-01-30 03:33:42,-2.8856,-40.12,79.0,84,84,12.66
327,Iracoubo,GF,2021-01-30 03:33:42,5.4802,-53.2011,76.82,88,95,13.4
328,Oranjemund,NA,2021-01-30 03:33:42,-28.55,16.4333,59.67,90,3,11.9
329,Vestmanna,FO,2021-01-30 03:33:43,62.1564,-7.1664,33.8,64,75,4.61
330,Hofn,IS,2021-01-30 03:33:43,64.2539,-15.2082,31.5,81,76,4.76
331,Kolondieba,ML,2021-01-30 03:33:43,11.0882,-6.8926,68.56,22,0,4.88
332,San Cristobal,VE,2021-01-30 03:33:43,7.7669,-72.225,63.48,76,35,1.54
333,Baft,IR,2021-01-30 03:33:43,29.234,56.6057,45.75,51,82,1.81
334,Gola Bazar,IN,2021-01-30 03:33:43,26.3431,83.3553,55.67,48,0,7.34
335,Clyde River,CA,2021-01-30 03:33:43,70.4692,-68.5914,-16.6,83,1,5.75
336,Antropovo,RU,2021-01-30 03:33:44,58.3988,43.0066,23.67,98,100,9.71
337,Lugovoy,KZ,2021-01-30 03:33:44,42.9472,72.7644,26.6,80,67,5.17
338,Ferme-Neuve,CA,2021-01-30 03:33:44,46.7001,-75.4493,3.2,72,78,4.61
339,Lodwar,KE,2021-01-30 03:33:44,3.1191,35.5973,77.22,46,63,4.72
340,Parintins,BR,2021-01-30 03:33:44,-2.6283,-56.7358,74.12,96,81,2.13
341,Lasa,IT,2021-01-30 03:33:44,46.6166,10.7002,32.0,93,90,3.44
342,Uyemskiy,RU,2021-01-30 03:33:44,64.4743,40.8524,19.4,86,90,11.18
343,Raudeberg,NO,2021-01-30 03:33:45,61.9875,5.1352,33.01,91,76,22.91
344,Ostrovskoye,RU,2021-01-30 03:33:45,57.8057,42.2433,24.37,97,100,9.46
345,Hurghada,EG,2021-01-30 03:33:45,27.2574,33.8129,51.8,46,0,9.22
346,Khorixas,NA,2021-01-30 03:33:45,-20.3667,14.9667,67.68,51,96,2.77
347,Bud,US,2021-01-30 03:33:45,39.447,-86.1758,27.0,81,63,6.73
348,Ous,RU,2021-01-30 03:33:45,60.9058,61.5186,-12.46,89,100,6.51
349,Jardim,BR,2021-01-30 03:33:45,-21.4803,-56.1381,73.36,88,92,5.21
350,Rafai,CF,2021-01-30 03:33:45,4.95,23.9167,68.09,34,87,2.28
351,Havelock,US,2021-01-30 03:33:45,34.8791,-76.9013,32.0,55,1,5.75
352,Inhambane,MZ,2021-01-30 03:33:46,-23.865,35.3833,71.6,100,75,3.67
353,Peterhead,GB,2021-01-30 03:33:46,57.5058,-1.7981,28.99,100,75,1.14
354,Leshukonskoye,RU,2021-01-30 03:33:46,64.8989,45.7622,14.85,96,100,9.06
355,Maine-Soroa,NE,2021-01-30 03:33:46,13.2114,12.0241,62.4,27,0,12.71
356,Aktash,RU,2021-01-30 03:33:46,50.3,87.7333,11.21,90,66,3.4
357,Mamontovo,RU,2021-01-30 03:33:46,52.7055,81.6244,12.49,96,100,6.87
358,Ustye,RU,2021-01-30 03:33:47,59.6304,39.736,22.82,97,100,9.89
359,Zemio,CF,2021-01-30 03:33:47,5.0314,25.1361,61.92,32,50,1.48
360,Brae,GB,2021-01-30 03:33:47,60.3964,-1.353,32.0,80,75,8.05
361,Gornopravdinsk,RU,2021-01-30 03:33:47,60.05,69.9,-17.82,85,98,9.57
362,Chinhoyi,ZW,2021-01-30 03:33:47,-17.3667,30.2,64.8,94,100,4.32
363,Sao Jose Da Coroa Grande,BR,2021-01-30 03:33:47,-8.8978,-35.1478,77.47,82,100,9.06
364,Ugoofaaru,MV,2021-01-30 03:33:47,5.6667,73.0,80.96,69,0,11.01
365,Portoferraio,IT,2021-01-30 03:33:48,42.8115,10.3146,57.0,69,95,5.99
366,Thohoyandou,ZA,2021-01-30 03:33:48,-22.9456,30.485,68.68,97,95,1.32
367,Iskateley,RU,2021-01-30 03:33:48,67.6803,53.1512,-7.35,86,100,16.4
368,Bikaner,IN,2021-01-30 03:33:48,28.0167,73.3,63.34,24,0,5.35
369,Mfou,CM,2021-01-30 03:33:48,3.7159,11.6427,69.73,87,90,3.31
370,Hearst,CA,2021-01-30 03:33:48,49.6835,-83.6665,-11.2,84,95,2.3
371,Nizhniy Odes,RU,2021-01-30 03:33:48,63.6445,54.856,-2.49,91,100,13.2
372,Krasnoye,UA,2021-01-30 03:33:48,49.9145,24.6134,26.6,100,75,4.47
373,Semenivka,UA,2021-01-30 03:33:49,52.1783,32.5818,22.5,97,99,13.4
374,Pisco,PE,2021-01-30 03:33:49,-13.7,-76.2167,71.6,73,0,6.91
375,Qasigiannguit,GL,2021-01-30 03:33:49,68.8193,-51.1922,-0.4,55,0,8.05
376,Conceicao Do Araguaia,BR,2021-01-30 03:33:49,-8.2578,-49.2647,74.07,91,98,1.48
377,Ballina,AU,2021-01-30 03:33:49,-28.8667,153.5667,86.0,65,40,13.8
378,Sechura,PE,2021-01-30 03:33:49,-5.5569,-80.8222,76.95,64,84,12.3
379,Santarem,BR,2021-01-30 03:33:49,-2.4431,-54.7083,80.6,83,40,8.05
380,Svetlyy Yar,RU,2021-01-30 03:33:50,48.4748,44.781,32.0,93,0,13.42
381,El Tigre,VE,2021-01-30 03:33:50,8.8875,-64.2454,74.01,68,61,13.22
382,Liverpool,GB,2021-01-30 03:32:47,53.4106,-2.9779,41.0,81,90,20.71
383,Barra Patuca,HN,2021-01-30 03:33:50,15.8,-84.2833,74.7,86,41,12.01
384,Oume,JP,2021-01-30 03:33:50,35.7839,139.2431,44.6,18,1,4.61
385,Gazanjyk,TM,2021-01-30 03:33:50,39.2446,55.5154,47.59,52,100,8.84
386,Sao Felix Do Xingu,BR,2021-01-30 03:33:50,-6.6447,-51.995,72.59,96,100,1.07
387,Iralaya,HN,2021-01-30 03:33:50,15.0,-83.2333,76.21,83,19,13.18
388,Vieste,IT,2021-01-30 03:33:51,41.8825,16.175,48.2,100,0,11.5
389,Barra,BR,2021-01-30 03:33:51,-11.0894,-43.1417,79.18,53,65,8.5
390,Hobyo,SO,2021-01-30 03:33:51,5.3505,48.5268,75.87,76,32,15.88
391,Asfi,MA,2021-01-30 03:29:28,32.2994,-9.2372,57.42,91,18,10.16
392,San Pedro,PH,2021-01-30 03:33:02,14.35,121.0167,84.2,54,40,17.27
393,Novoagansk,RU,2021-01-30 03:33:51,61.9449,76.6625,-39.8,80,11,2.3
394,Glens Falls,US,2021-01-30 03:33:46,43.3095,-73.644,3.0,81,23,2.62
395,Inirida,CO,2021-01-30 03:33:51,3.8653,-67.9239,76.15,77,88,1.43
396,Elliot,ZA,2021-01-30 03:33:52,-31.3333,27.85,57.11,60,7,6.04
397,Tambacounda,SN,2021-01-30 03:33:52,13.7539,-13.7586,69.8,26,0,6.91
398,Ballinasloe,IE,2021-01-30 03:33:52,53.3275,-8.2194,42.01,92,100,7.0
399,Dombarovskiy,RU,2021-01-30 03:33:52,50.7587,59.5386,16.59,96,100,11.5
400,Carauari,BR,2021-01-30 03:33:52,-4.8828,-66.8958,73.76,96,100,2.33
401,Harper,LR,2021-01-30 03:33:52,4.375,-7.7169,77.77,87,0,6.11
402,Kisangani,CD,2021-01-30 03:33:52,0.5167,25.2,69.94,93,73,0.54
403,Tessalit,ML,2021-01-30 03:33:53,20.1986,1.0114,59.41,29,0,11.41
404,Boffa,GN,2021-01-30 03:33:53,10.1667,-14.0333,68.22,90,1,2.33
405,Awjilah,LY,2021-01-30 03:33:53,29.1081,21.2869,53.96,70,0,11.12
406,Asuncion,PY,2021-01-30 03:32:40,-25.3007,-57.6359,77.0,94,0,4.61
407,Meulaboh,ID,2021-01-30 03:33:53,4.1363,96.1285,84.6,63,69,2.98
408,Jan Kempdorp,ZA,2021-01-30 03:33:53,-27.9225,24.8305,68.7,73,59,8.08
409,Jurm,AF,2021-01-30 03:33:53,36.8648,70.8342,33.58,65,21,6.13
410,Santa Cruz Cabralia,BR,2021-01-30 03:33:53,-16.2781,-39.0247,78.8,73,20,9.22
411,Romitan,UZ,2021-01-30 03:33:54,39.9343,64.3814,37.4,60,0,4.61
412,Laguna,US,2021-01-30 03:33:54,38.421,-121.4238,46.99,87,1,4.61
413,Argelia,CO,2021-01-30 03:33:54,2.2556,-77.2488,67.44,80,95,0.43
414,Novo Aripuana,BR,2021-01-30 03:33:54,-5.1206,-60.3797,73.72,96,100,1.68
415,Filingue,NE,2021-01-30 03:33:54,14.3521,3.3168,67.6,23,44,12.64
416,Constitucion,CL,2021-01-30 03:33:54,-35.3333,-72.4167,61.3,95,100,9.24
417,Bengkulu,ID,2021-01-30 03:33:54,-3.8004,102.2655,86.88,58,95,3.94
418,Caravelas,BR,2021-01-30 03:33:54,-17.7125,-39.2481,75.02,89,4,5.99
419,Puerto El Triunfo,SV,2021-01-30 03:33:55,13.2833,-88.55,84.2,42,0,10.36
420,Ouesso,CG,2021-01-30 03:33:55,1.6136,16.0517,72.75,89,99,1.97
421,Vynohradove,UA,2021-01-30 03:33:55,46.3696,32.9398,32.0,93,75,6.71
422,Kaka,TM,2021-01-30 03:33:55,37.3482,59.6143,48.31,49,10,1.72
423,Leh,IN,2021-01-30 03:32:50,34.1667,77.5833,3.54,66,0,1.59
424,Motupe,PE,2021-01-30 03:33:55,-6.1519,-79.7142,76.41,63,94,3.98
425,Maraa,BR,2021-01-30 03:33:55,-1.8333,-65.3667,74.41,78,58,2.57
426,Aden,YE,2021-01-30 03:33:56,12.7794,45.0367,74.05,75,14,11.1
427,Puerto Leguizamo,CO,2021-01-30 03:33:56,-0.1934,-74.7819,73.4,73,94,2.66
428,Shahrud,IR,2021-01-30 03:33:56,36.4182,54.9763,40.69,66,59,3.29
429,Havre-Saint-Pierre,CA,2021-01-30 03:33:56,50.2334,-63.5986,8.6,66,1,3.44
430,Mitu,CO,2021-01-30 03:33:56,1.1983,-70.1733,74.32,87,98,2.17
431,Veraval,IN,2021-01-30 03:33:56,20.9,70.3667,70.61,25,82,12.95
432,Antalaha,MG,2021-01-30 03:33:56,-14.9003,50.2788,76.71,87,12,3.24
433,Bombay,IN,2021-01-30 03:31:37,19.0144,72.8479,73.4,56,100,4.61
434,Dori,BF,2021-01-30 03:33:57,14.0354,-0.0345,67.28,22,15,10.13
435,Lethem,GY,2021-01-30 03:33:57,3.3803,-59.7968,78.73,69,61,12.03
436,Dubrovka,RU,2021-01-30 03:33:57,53.6907,33.5071,24.8,86,90,11.18
437,Marienburg,PL,2021-01-30 03:33:57,54.0359,19.0266,27.0,95,100,1.01
438,Rio Grande,BR,2021-01-30 03:33:57,-32.035,-52.0986,75.0,94,100,4.63
439,Herrin,US,2021-01-30 03:33:57,37.8031,-89.0276,35.6,69,1,6.91
440,Gazojak,TM,2021-01-30 03:33:57,41.1875,61.4036,44.51,53,100,12.91
441,Riohacha,CO,2021-01-30 03:30:42,11.5444,-72.9072,73.15,79,21,9.13
442,Toamasina,MG,2021-01-30 03:33:13,-18.1667,49.3833,75.2,94,40,4.61
443,Menongue,AO,2021-01-30 03:33:58,-14.6585,17.691,59.7,95,52,3.58
444,Ornskoldsvik,SE,2021-01-30 03:33:58,63.2909,18.7153,5.0,92,93,8.05
445,Garowe,SO,2021-01-30 03:33:58,8.4054,48.4845,61.99,90,41,9.46
446,Hemsedal,NO,2021-01-30 03:33:58,60.8629,8.5534,7.0,86,72,7.76
447,Bulawayo,ZW,2021-01-30 03:33:58,-20.15,28.5833,64.54,95,100,8.41
448,Sayyan,YE,2021-01-30 03:33:58,15.1718,44.3244,47.08,67,39,1.16
449,Cururupu,BR,2021-01-30 03:33:59,-1.8283,-44.8683,77.18,87,94,4.7
450,Putina,PE,2021-01-30 03:33:59,-15.4667,-69.4333,46.92,74,88,4.9
451,Changji,CN,2021-01-30 03:33:59,44.0167,87.3167,1.4,85,90,2.24
452,Erechim,BR,2021-01-30 03:33:59,-27.6342,-52.2739,68.0,100,75,4.05
453,Carmo Do Paranaiba,BR,2021-01-30 03:33:59,-19.0008,-46.3161,64.99,100,100,1.19
454,Traverse City,US,2021-01-30 03:33:59,44.7631,-85.6206,10.4,85,1,4.36
455,Mbini,GQ,2021-01-30 03:33:59,1.574,9.6134,78.8,100,40,2.75
456,Boueni,YT,2021-01-30 03:34:00,-12.9025,45.0761,78.8,89,75,2.3
457,Saint-Georges,GD,2021-01-30 03:34:00,12.0564,-61.7485,77.0,78,40,12.77
458,Tucuma,BR,2021-01-30 03:34:00,-0.1833,-50.05,77.0,90,100,8.68
459,Santa Maria,BR,2021-01-30 03:34:00,-29.6842,-53.8069,75.2,83,0,4.61
460,Ciudad Bolivar,VE,2021-01-30 03:34:00,8.1222,-63.5497,76.46,69,6,12.86
461,Mecca,SA,2021-01-30 03:34:00,21.4267,39.8261,63.73,44,0,9.8
462,Zlotow,PL,2021-01-30 03:34:00,53.3635,17.0408,30.0,98,100,8.16
463,Poltavka,RU,2021-01-30 03:34:01,54.3663,71.7632,11.28,93,59,7.16
464,Moville,US,2021-01-30 03:34:01,42.4889,-96.0725,32.0,86,90,12.66
465,Visby,SE,2021-01-30 03:34:01,57.6409,18.296,30.2,80,90,17.27
466,Antofagasta,CL,2021-01-30 03:33:05,-23.65,-70.4,66.2,77,0,10.36
467,Salme,NP,2021-01-30 03:34:01,28.0369,85.0942,46.4,76,20,2.3
468,Cherusti,RU,2021-01-30 03:34:01,55.5498,40.0107,26.11,98,100,7.36
469,Viedma,AR,2021-01-30 03:30:27,-40.8135,-62.9967,57.0,72,0,7.67
470,Svetlogorsk,BY,2021-01-30 03:34:02,52.6333,29.7333,21.36,96,98,10.25
471,Mangai,CD,2021-01-30 03:34:02,-4.05,19.5333,69.28,97,57,1.68
472,Abu Kamal,SY,2021-01-30 03:34:02,34.4506,40.9171,44.78,70,2,10.25
473,Troitskoye,RU,2021-01-30 03:34:02,52.9821,84.6757,19.72,97,100,9.57
474,Napoleon,US,2021-01-30 03:29:46,41.3923,-84.1252,19.4,73,1,1.43
475,Vieques,PR,2021-01-30 03:34:02,18.425,-65.8329,75.2,78,40,3.44
476,Manmad,IN,2021-01-30 03:34:03,20.25,74.45,66.87,25,81,10.02
477,Baglung,NP,2021-01-30 03:34:03,28.2719,83.5898,59.88,30,0,3.42
478,Taoudenni,ML,2021-01-30 03:34:03,22.6783,-3.9836,64.29,28,0,10.36
479,Shumyachi,RU,2021-01-30 03:34:03,53.8583,32.4242,21.11,97,100,13.67
480,Puerto Quijarro,BO,2021-01-30 03:34:03,-17.7833,-57.7667,75.45,84,100,2.33
481,Mega,ET,2021-01-30 03:34:03,4.05,38.3,57.25,45,22,8.34
482,Piranshahr,IR,2021-01-30 03:34:03,36.701,45.1413,30.43,94,67,8.84
483,Caucaia,BR,2021-01-30 03:34:03,-3.7361,-38.6531,81.0,78,20,11.5
484,Roald,NO,2021-01-30 03:34:04,62.5833,6.1333,35.6,75,90,8.05
485,Borovichi,RU,2021-01-30 03:34:04,58.3878,33.9155,24.53,97,99,9.37
486,Dembi Dolo,ET,2021-01-30 03:34:04,8.5333,34.8,62.06,32,91,7.74
487,Oktyabrskiy,RU,2021-01-30 03:34:04,54.4815,53.471,23.81,98,89,5.88
488,Krutinka,RU,2021-01-30 03:34:04,56.0055,71.5113,6.62,95,65,8.01
489,Kutum,SD,2021-01-30 03:34:04,14.2,24.6667,49.93,42,0,10.74
490,Umtata,ZA,2021-01-30 03:34:04,-31.5889,28.7844,60.8,94,99,2.3
491,Usinsk,RU,2021-01-30 03:34:04,65.9939,57.5281,-7.69,88,100,10.33
492,Baixa Grande,BR,2021-01-30 03:34:05,-11.9597,-40.1681,69.1,91,100,3.58
493,Puri,IN,2021-01-30 03:34:05,19.8,85.85,69.8,83,20,4.61
494,Olsztyn,PL,2021-01-30 03:34:05,53.7799,20.4942,15.8,100,100,1.14
495,Benguela,AO,2021-01-30 03:34:05,-12.5763,13.4055,75.4,79,97,3.4
496,Mahibadhoo,MV,2021-01-30 03:34:05,3.7833,72.9667,80.44,76,0,13.0
497,Portobelo,PA,2021-01-30 03:34:05,9.55,-79.65,79.0,75,70,7.0
498,Maposeni,TZ,2021-01-30 03:34:06,-10.5833,35.4,63.91,95,100,0.96
499,Salalah,OM,2021-01-30 03:34:06,17.0151,54.0924,69.8,64,75,4.61
500,Pangoa,PE,2021-01-30 03:34:06,-12.1167,-73.0,68.56,95,100,2.04
501,Cruzilia,BR,2021-01-30 03:34:06,-21.8386,-44.8083,64.29,91,76,3.24
502,Charleville-Mezieres,FR,2021-01-30 03:34:06,49.7667,4.7167,41.0,91,100,8.01
503,Kudahuvadhoo,MV,2021-01-30 03:34:06,2.6708,72.8944,80.8,79,0,14.56
504,Lolodorf,CM,2021-01-30 03:34:06,3.2333,10.7333,69.42,96,99,0.72
505,Leirvik,NO,2021-01-30 03:34:07,59.7798,5.5005,30.99,82,80,1.99
506,La Romana,DO,2021-01-30 03:34:07,18.4273,-68.9728,69.8,100,40,8.55
507,Magole,TZ,2021-01-30 03:34:07,-6.3667,37.3667,72.37,92,100,0.56
508,Plyussa,RU,2021-01-30 03:34:07,58.4308,29.3654,24.04,98,100,3.69
509,Opuwo,NA,2021-01-30 03:34:07,-18.0607,13.84,68.56,61,95,4.54
510,Zlobin,HR,2021-01-30 03:34:07,45.2924,14.6541,48.2,93,75,4.61
511,Tonota,BW,2021-01-30 03:34:08,-21.4833,27.4833,67.89,91,82,7.96
512,Srivardhan,IN,2021-01-30 03:34:08,18.0333,73.0167,81.09,32,59,3.8
513,Maragogi,BR,2021-01-30 03:34:08,-9.0122,-35.2225,77.65,83,100,10.92
514,Abonnema,NG,2021-01-30 03:34:08,4.7084,6.7931,78.26,88,98,2.84
515,Natal,BR,2021-01-30 03:31:44,-5.795,-35.2094,78.8,83,40,8.05
516,Sao Filipe,CV,2021-01-30 03:34:08,14.8961,-24.4956,74.86,54,98,9.62
517,Goksun,TR,2021-01-30 03:34:08,38.021,36.4973,30.2,93,0,4.61
518,Novo Oriente,BR,2021-01-30 03:34:08,-5.5344,-40.7742,72.91,87,100,1.21
519,Belmopan,BZ,2021-01-30 03:34:08,17.25,-88.7667,70.0,72,76,1.1
520,Tevriz,RU,2021-01-30 03:34:09,57.509,72.4042,-4.83,89,100,7.67
521,Marsa Matruh,EG,2021-01-30 03:34:09,31.3525,27.2453,55.4,62,40,13.8
522,Granja,BR,2021-01-30 03:34:09,-3.1203,-40.8261,74.86,91,99,3.31
523,Rocha,UY,2021-01-30 03:34:09,-34.4833,-54.3333,65.46,81,3,4.83
524,Totness,SR,2021-01-30 03:34:09,5.8833,-56.3167,76.28,90,74,12.93
525,Lancaster,US,2021-01-30 03:32:00,40.2504,-76.2499,26.6,43,90,9.22
526,Gat,IL,2021-01-30 03:34:10,31.61,34.7642,48.99,100,51,1.99
527,Obo,CF,2021-01-30 03:34:10,5.3998,26.4869,71.04,20,82,6.89
528,Poli,TZ,2021-01-30 03:34:10,-3.3333,36.8,66.2,77,20,8.05
529,Kizner,RU,2021-01-30 03:34:10,56.2749,51.508,24.6,98,96,5.77
530,Tsagan Aman,RU,2021-01-30 03:34:10,47.5639,46.7218,30.0,99,98,1.01
531,Kormilovka,RU,2021-01-30 03:34:11,55.0026,74.1028,-0.4,85,75,2.24
532,Quelimane,MZ,2021-01-30 03:34:11,-17.8786,36.8883,77.56,89,99,0.87
533,Satinka,RU,2021-01-30 03:34:11,52.3792,41.6819,28.0,97,100,10.92
534,Casablanca,MA,2021-01-30 03:34:11,33.5928,-7.6192,59.0,100,40,2.3
535,Konstantinovskiy,RU,2021-01-30 03:34:11,57.8301,39.5899,28.4,93,90,6.71
536,Novichikha,RU,2021-01-30 03:34:11,52.204,81.3877,11.34,95,100,7.38
537,Omaruru,NA,2021-01-30 03:34:12,-21.4333,15.9333,69.21,60,29,0.36
538,Yabrud,SY,2021-01-30 03:34:12,33.9674,36.6574,39.2,81,40,17.27
539,Tougan,BF,2021-01-30 03:34:12,13.0667,-3.0667,69.91,22,40,10.49
540,Caxito,AO,2021-01-30 03:34:12,-8.5785,13.6643,78.8,83,40,6.91
541,Nizhnyaya Tavda,RU,2021-01-30 03:34:12,57.6731,66.1725,7.18,95,94,8.57
542,Tocopilla,CL,2021-01-30 03:31:53,-22.092,-70.1979,66.69,56,0,3.47
543,Tambovka,RU,2021-01-30 03:34:12,50.0969,128.0489,-25.6,68,0,4.47
544,Abalak,RU,2021-01-30 03:34:13,58.1286,68.5944,-0.69,93,100,10.36
545,Manta,EC,2021-01-30 03:34:13,-0.95,-80.7333,80.6,78,75,4.61
546,Lukovetskiy,RU,2021-01-30 03:34:13,64.2956,41.9211,19.4,86,90,11.18
547,Hammerfest,NO,2021-01-30 03:34:14,70.6634,23.6821,19.4,73,90,3.44
548,Gobabis,NA,2021-01-30 03:34:14,-22.45,18.9667,71.17,67,98,4.97
549,Partenit,UA,2021-01-30 03:34:14,44.578,34.3446,46.99,64,100,5.99
550,Nueve De Julio,AR,2021-01-30 03:34:11,-35.4444,-60.8831,69.01,64,21,5.01
551,Puerto Asis,CO,2021-01-30 03:30:10,0.5133,-76.5007,72.16,91,95,1.43
552,Aljezur,PT,2021-01-30 03:34:14,37.3191,-8.8033,57.99,100,100,5.01
553,Krasna Lipa,CZ,2021-01-30 03:34:14,50.4838,13.3575,39.0,91,90,34.0
554,Cookeville,US,2021-01-30 03:34:14,36.1628,-85.5016,34.0,86,1,5.3
555,Roros,NO,2021-01-30 03:34:14,62.5747,11.3842,-5.8,77,75,4.74
556,Verkhnyaya Inta,RU,2021-01-30 03:34:15,65.9811,60.3094,-2.9,84,100,17.94
557,Saveh,IR,2021-01-30 03:34:15,35.0213,50.3566,42.84,82,44,2.8
558,Kibala,TD,2021-01-30 03:34:15,9.1104,18.3463,69.8,43,0,5.37
559,Araouane,ML,2021-01-30 03:34:16,18.9048,-3.5265,63.43,25,0,10.8
560,Atasu,KZ,2021-01-30 03:34:16,48.6814,71.6433,19.29,91,30,12.01
561,Tazovskiy,RU,2021-01-30 03:34:16,67.4667,78.7,-38.13,79,0,3.71
562,Savannah Bight,HN,2021-01-30 03:34:16,16.45,-85.85,77.68,79,26,14.2
563,Rundu,NA,2021-01-30 03:34:16,-17.9333,19.7667,65.95,94,97,0.81
564,Quedlinburg,DE,2021-01-30 03:34:16,51.7833,11.15,32.0,89,100,1.99
565,Salinopolis,BR,2021-01-30 03:34:17,-0.6136,-47.3561,79.92,81,100,12.97
566,Prieska,ZA,2021-01-30 03:34:17,-29.6641,22.7474,70.45,22,0,3.47
567,Bennington,US,2021-01-30 03:34:17,42.8781,-73.1968,3.0,71,1,3.09
568,Iquique,CL,2021-01-30 03:31:05,-20.2208,-70.1431,69.8,73,0,11.5
569,Nieuw Nickerie,SR,2021-01-30 03:34:17,5.95,-56.9833,77.09,85,45,11.32
